ASTRE,DONNEE,VALEUR,INTERPRETATION
Soleil,aspect,carre_noeud_sud,"Conflit avec un ancien rôle : tu sens que tu dois changer, mais une partie de toi s’accroche. Travail : couper avec l’ancienne stratégie."
Soleil,aspect,opposition_noeud_sud,"Tiraillement : l’identité se construit souvent en réaction au passé. But : cesser de vivre “contre” et choisir “pour”."
Soleil,aspect,trigone_noeud_sud,"Grande aisance dans l’ancien rôle : talent naturel, mais risque de stagnation. Clé : utiliser ce bagage pour aller plus loin."
Soleil,aspect,sextile_noeud_sud,"Le passé peut t’aider : capacité à comprendre ton histoire et à la transformer. Bon aspect pour maturer sans te renier."

Soleil,aspect,conjonction_lune_noire,"Identité sans masque : besoin de vérité, refus du faux. Karma : assumer ta singularité même si ça dérange."
Soleil,aspect,carre_lune_noire,"Conflit intérieur : peur d’être “trop” ou “pas acceptable”. Travail : arrêter de t’auto-censurer pour être aimé·e."
Soleil,aspect,opposition_lune_noire,"Projection possible : tu peux voir dans l’autre ce que tu refuses en toi. But : intégrer ta part sauvage sans l’exporter."
Soleil,aspect,trigone_lune_noire,"Puissance d’authenticité : quand tu es aligné·e, tu deviens magnétique. Potentiel de leadership vrai (pas d’image)."
Soleil,aspect,sextile_lune_noire,"Intégration progressive : tu apprivoises ton intensité et ta vérité. Très bon pour se reconstruire sans se durcir."

Soleil,aspect,conjonction_saturne,"Identité structurée : devoir, responsabilité, exigence. Karma : construire solide, sans t’éteindre."
Soleil,aspect,carre_saturne,"Frein/pression : peur de l’échec, auto-jugement, sentiment de devoir prouver. Travail : avancer malgré l’inconfort, sans te maltraiter."
Soleil,aspect,opposition_saturne,"Rapport au père/autorité/temps : tu peux te sentir testé·e par la vie. But : devenir ton propre cadre."
Soleil,aspect,trigone_saturne,"Force tranquille : tu sais construire dans la durée. Attention : ne pas te réduire à ton utilité."
Soleil,aspect,sextile_saturne,"Progression par discipline : tu avances si tu mets un plan, des étapes, du réel. C’est l’aspect “ça marche si tu t’y tiens”."

Soleil,aspect,conjonction_pluton,"Identité transformative : tu ne fais pas les choses à moitié. Karma : accepter les mues et arrêter de t’accrocher à l’ancien."
Soleil,aspect,carre_pluton,"Tension de pouvoir : contrôle, intensité, peur de perdre. Travail : transformer sans écraser (ni te faire écraser)."
Soleil,aspect,opposition_pluton,"Rapport aux rapports de force : tu peux vivre des dynamiques de domination/fascination. But : choisir la puissance intérieure, pas la guerre."
Soleil,aspect,trigone_pluton,"Grande capacité de leadership profond : tu sais aller au bout, régénérer, guider. Attention : rester humain, pas invincible."
Soleil,aspect,sextile_pluton,"Transformation activable : tu changes ta vie par décisions nettes et conscientes. Bon aspect pour “faire le tri” et repartir propre."
