ASTRE,DONNEE,VALEUR,INTERPRETATION
INTERCEPTION,axe,vierge_poissons,"Tu as tendance à te mettre en position de sauveur : tu te donnes entièrement pour les autres, parfois en t'entourant de personnes très instables que tu cherches à aider. Puis, quand tu réalises que tu t'es complètement oublié(e), tu stoppes tout brutalement et tu reprends ta place avec fermeté, en tenant les comptes. Les limites n'ont pas été posées progressivement, tu passes d'un extrême à l'autre. En dehors de ce rôle de sauveur, tu as du mal à exister. Tu peux aussi avoir une relation excessive à la spiritualité : fascination, confusion, difficulté à te limiter.
Si c'est l'axe en maisons 6-12 qui est concerné, cela peut aussi se manifester par des difficultés à te trouver professionnellement et par des petits problèmes de santé psychosomatiques récurrents : somatisations, allergies, troubles digestifs dès que quelque chose ne va pas.
Intérieurement, tu vis dans une certaine confusion. Tu as du mal à distinguer tes ressentis de la réalité, le vrai du faux. Pour tenir, tu t'appuies sur des principes moraux rigides et des jugements qui t'aident à structurer ce flou. C'est ta façon d'éviter la dépersonnalisation. Mais le monde intérieur reste un gouffre : le sentiment de vide donne le vertige, et c'est le mental qui surcompense.
En vie antérieure, tu as vécu dans l'isolement — vie de moine, de marin, de religieux, ou des vies marquées par les addictions et la confusion mentale. Ton intimité a été bafouée, tes besoins physiques et sexuels contrôlés. Dans cette vie, enfant, tu cherchais la vérité pour cadrer le flou intérieur, tout en gardant pour toi ta perception décalée de la réalité, par peur d'être dans l'aberration. Avec cette interception, tendances somatiques, problèmes au niveau
du système digestif, troubles mentaux."
INTERCEPTION,axe,6-12,"La personne peine à trouver un rythme stable entre contrôle quotidien et relâchement. Le quotidien devient une source de surcharge invisible : fatigue, difficulté à maintenir une routine saine, tendance à absorber le stress sans le verbaliser. Le corps sert souvent de zone de décharge. Une partie de la personne cherche à tenir, gérer, fonctionner ; l’autre fuit, s’épuise ou décroche mentalement. Cela peut produire une alternance entre hyper-contrôle et effondrement silencieux."
INTERCEPTION,maitre_belier,mars,"Si Mars est rétrograde ou mal aspecté, d'anciennes vies de soldat ont pu être le théâtre de violences, de guerre. Des conflits, colères ou comportements excessifs, compétitifs et dominateurs. Vie d'agressivité, de combat, de soldat, de colère et de domination."
INTERCEPTION,maitre_balance,venus,"Si Vénus est rétrograde, un sentiment de perte de soi dans les relations sentimentales, la création d'un vernis lisse et sans profondeur, dépersonnalisé pour maintenir un équilibre social, même dans la sphère intime. Un rôle joué en tant que femme qui rejetait le soi, pour les convenances, les valeurs morales. Problème lié au féminin et à la relation."
INTERCEPTION,maitre_scorpion,pluton,"Si Pluton est rétrograde ou mal aspecté, anciennes vies de meurtrier ou de violence physique, violences sexuelles, maladie mentale, folie paranoïaque, persécution. Traumatisme vécu, perte de sécurité. Ruptures pour éviter de s'attacher, par peur de souffrir."
INTERCEPTION,maitre_scorpion,mars,"Si Mars est rétrograde ou mal aspecté, d'anciennes vies de soldat ont pu être le théâtre de violences, de guerre. Des conflits, colères ou comportements excessifs, compétitifs et dominateurs. Vie d'agressivité, de combat, de soldat, de colère et de domination."
INTERCEPTION,maitre_taureau,venus,"Si Vénus est rétrograde, image de la femme souillée. Comportement à la fois exclusif et rejetant, engendrant l'exclusion auprès du partenaire. traumatisme vécu, perte de ses proches. Recherche de gains pour se sécuriser, en gardant tout pour soi. Possession affective."
INTERCEPTION,maitre_gemeaux,mercure,"Avec Mercure rétrograde ou intercepté, enfant enfermé dans son silence avec un sentiment de ne pas être soutenu par ses parents.
Monde non-dits, refoulement des émotions. vie dispersée, tendances infantiles, promesses non tenues et abus de langage, vie de nomade sans engagement et fuite des responsabilités. Séparation avec les autres."
INTERCEPTION,maitre_sagittaire,jupiter,"Avec Jupiter rétrograde, l'égo est malmené, la réussite interdite, la légitimité en doute. Autosabotage. On a utilisé les autres pour s'enrichir, sans les considérer. On a pris toute la place, bourgeoisie."
INTERCEPTION,maitre_cancer,lune,"Lune mal aspectée : rejet familial envers les émotions et la sensibilité du natif. Sentiment d'abandon. Obligation de conformité. Problème en particulier avec la mère. Abandon, vie dans un orphelinat, demande d'amour non satisfaite."
INTERCEPTION,maitre_capricorne,saturne,"Saturne rétrograde ou mal aspecté: rigidité du milieu ou au contraire absence totale de structure et de règles obligeant donc à se construire seul en hyper-exigence de soi et intolérance envers les autres. Problème en particulier avec le père. Modèle patriarcal, reproduction du modèle de référence familial, autorité et abus d'autorité sur sa famille."
INTERCEPTION,maitre_lion,soleil,"Soleil mal aspecté : déni de soi, manque de confiance en soi et poursuite d'objectifs de réussite chimériques. Ego démesuré, recherche absolue de reconnaissance, besoin d'être vu de tous, tout en manquant certainement d'assurance. Besoin d'amour."
INTERCEPTION,maitre_verseau,saturne,"Saturne rétrograde ou mal aspecté: rigidité du milieu ou au contraire absence totale de structure et de règles obligeant donc à se construire seul en hyper-exigence de soi et intolérance envers les autres. Problème en particulier avec le père. Modèle patriarcal, reproduction du modèle de référence familial, autorité et abus d'autorité sur sa famille."
INTERCEPTION,maitre_verseau,uranus,"Uranus rétrograde ou mal aspecté : peur de perdre son indépendance d'esprit, relations personnelles très difficiles, difficulté à s'attacher. égo intellectuel, besoin de différence absolue, recherche d'être accepté tel que nous étions, aux dépens des autres. On ne pardonnait pas la contradiction. Militantisme, perte de l'amour de soi et des autres."
INTERCEPTION,maitre_vierge,mercure,"Avec Mercure rétrograde ou mal aspecté : rupture de contact avec l'environnement, silence, sentiment d'infériorité intellectuelle. 
Identification au rôle de service, domestique, rigidité des valeurs."
INTERCEPTION,maitre_poissons,jupiter,"Avec Jupiter rétrograde, l'égo est malmené, la réussite interdite, la légitimité en doute. Autosabotage. On a utilisé les autres pour s'enrichir, sans les considérer. On a pris toute la place, bourgeoisie."
INTERCEPTION,maitre_poissons,neptune,"Avec Neptune rétrograde ou mal aspecté : la fuite peut se réaliser dans la drogue ou l'alcool. Initiatives difficiles. Vies anciennes de marin, fascination spirituelle, vagabond hors limite noyé.e dans une confusion."
INTERCEPTION,planete,lune,"Tu as du mal à accéder à tes émotions et à comprendre ce que tu ressens. Elles fonctionnent en autonomie : soit elles débordent de façon éruptive et incontrôlable, soit elles sont niées, absentes, intellectualisées — le signe de ta Lune précisera la tendance. C'est souvent le corps qui les exprime à ta place, d'où une tendance à la somatisation, à l'hypersensibilité, et des difficultés avec le sommeil, la nourriture ou les cycles menstruels.
La relation à ta mère a été compliquée ou distante, le lien maternel difficile à sentir. Pour une femme, cela peut se traduire par une difficulté avec son propre féminin, une peur ou un refus de la maternité, des difficultés à trouver le bon partenaire ou des angoisses autour de la grossesse et de l'accouchement. Pour un homme, cela se manifeste plutôt dans la difficulté à trouver et comprendre sa compagne.
En vie antérieure, manipulation émotionnelle, abandon d'enfants, problèmes de grossesse ou avortement — ou à l'inverse, avoir soi-même été abandonné."
INTERCEPTION,planete,soleil,"Tu as du mal à savoir qui tu es vraiment. Ton identité est difficile d'accès, ton rayonnement et ta légitimité sont en retrait. La confiance en toi, l'enthousiasme, le sentiment de mériter ta place — tout cela est fragilisé. La relation avec ton père a été compliquée, distante ou difficile à cerner. En vie antérieure, un excès de confiance et un besoin de reconnaissance absolu ont abîmé l'énergie du Moi, qui revient affaiblie dans cette vie."
INTERCEPTION,planete,mercure,"Tu as du mal à communiquer, à exprimer ta pensée, à donner ton avis. Les mots te semblent jamais assez justes, parler peut te paraître dangereux ou interdit. Tu évites les échanges et tu manques de confiance en ta capacité à t'exprimer et en ton intelligence. Clarifier tes idées, formuler tes pensées, te concentrer ou mémoriser peuvent être difficiles. Les études ont pu être compliquées.
Enfant, ta parole a été bridée, niée ou rejetée — tu ne pouvais pas dire ce que tu avais à dire. Tu as vécu de la solitude, des difficultés avec tes frères et sœurs ou à l'école. La question d'avoir ou non des enfants peut aussi être un sujet de questionnement pour toi.
En vie antérieure, immaturité, dispersion, manipulation des autres par le savoir et le langage, et des difficultés avec tes propres enfants."
INTERCEPTION,planete,venus,"Tu as du mal à aimer et à te sentir aimé(e). S'engager dans une relation, ressentir et exprimer tes sentiments amoureux, nourrir un couple — tout cela est difficile d'accès. Tu peux soit éviter l'engagement, soit au contraire exister uniquement à travers tes relations. Les amitiés féminines et les projections sur les femmes sont également compliquées.
Pour un homme : tendance à complexer vis-à-vis des femmes, difficulté à s'engager et à se sentir en sécurité dans une relation. Pour une femme : difficulté à vivre son féminin, son adolescence, à accepter son corps et à séduire. Les femmes n'ont pas forcément été valorisées dans l'enfance — mère dominatrice ou figures féminines méprisées.
Il y a aussi une problématique autour des valeurs : soit trop rigides, soit absentes.
En vie antérieure, abus envers les femmes, relations sans lendemain, séduction manipulatrice, manipulation par les sentiments, ou valeurs sacrifiées au nom d'un devoir ou d'une communauté."
INTERCEPTION,planete,mars,"Tu as du mal à accéder à ton énergie vitale : fatigue récurrente, manque de dynamisme, de spontanéité, de capacité à agir. Tu peux être stoïque et retenu(e), ou au contraire hyper-colérique et emporté(e). En cas de stress, tendance à la tétanie. Le courage, l'endurance, l'esprit compétitif peuvent manquer — ou être présents en excès. Les amitiés masculines sont difficiles.
Pour un homme : la part masculine est mal vécue, sentiment de ne pas être à la hauteur de ses propres critères de virilité, adolescence difficile. Pour une femme : rapport aux hommes compliqué, les hommes sont absents, fuyants ou difficiles à comprendre. Une image négative des hommes a pu être transmise dans l'enfance.
En vie antérieure, excès de colère, violence, guerre, maltraitance — tu as utilisé ta force pour manipuler ou menacer, ou tu as toi-même subi de la violence."
INTERCEPTION,planete,jupiter,"Tu as du mal à trouver ta place et à te sentir légitime. Tu as l'impression de ne jamais être assez vu(e) ou entendu(e), de ne pas mériter tes réussites, tes honneurs, ton argent. Le syndrome de l'imposteur est fort. Te mettre en avant ou recevoir de l'abondance génère de la culpabilité.
En vie antérieure, tu as écrasé les autres pour accaparer le pouvoir, les honneurs et l'argent, sans considération pour ton entourage. Tu as abusé de ta position sociale — et tu as pu tout perdre. Cette vie est une remise à plat de ce rapport à la place et à l'abondance."
INTERCEPTION,planete,saturne,"Tu vis les règles, les limites et le cadre comme un enfermement. Tu as du mal avec la hiérarchie, les ordres, et tu préfères travailler en indépendant. Tu manques de patience et de structure intérieure, et tu as du mal à rester seul(e).
Le rapport au père a été difficile ou absent — la notion de cadre et de règles n'a pas été correctement transmise dans l'enfance.
En vie antérieure, abus de pouvoir et d'autorité sur les autres, contrainte, isolement. Tu as pu être un père défaillant ou ne pas avoir connu le tien."
INTERCEPTION,planete,uranus,"Tu vis la liberté comme une souffrance : sentiment d'être enfermé(e), incapable d'être vraiment libre dans cette société. Tu rejettes l'ordre social. Ton individualité est mal assumée, ton originalité te semble incomprise — tu portes une blessure de rejet.
En vie antérieure, égocentrisme, volonté d'être le leader, idéologies imposées aux autres, toute-puissance et rejet de ceux qui ne suivaient pas. Tu as pu toi-même être enfermé(e) ou emprisonné(e)."
INTERCEPTION,planete,neptune,"Tu as tendance à la confusion, à l'esprit nébuleux, au brouillard mental. Les rêves et la réalité se mélangent. Risque d'addictions, de fantasmes envahissants, de dissociation.
En vie antérieure, excès spirituel, manque d'amour envers les autres, toute-puissance du fantasme et d'une idéologie spirituelle. Vie de vagabond ou de marginal, abandon."
INTERCEPTION,planete,pluton,"Tu portes une colère rentrée et une violence intérieure difficile à assumer. Tu peux avoir une fascination pour la guerre et le conflit, tout en la rejetant. En interne : tourment, mal-être, anxiétés profondes. L'inconscient fait peur et se montre difficile d'accès — ce qui rend la psychanalyse ou la psychothérapie compliquée à aborder. Les profondeurs intérieures semblent sans fond.
En vie antérieure, abus de pouvoir sur les autres, manipulation par la force, le langage, le sexe, l'argent, la magie ou le secret. Tu as pu être violent(e) envers les autres, ou avoir toi-même subi de la violence."
INTERCEPTION,planete,lune_noire,"Le passé karmique est particulièrement lourd et difficile. L'empreinte karmique est très forte dans ta vie, avec une grosse difficulté liée au signe et à la maison concernés. Il y a un nœud karmique complexe, difficile à comprendre et à résoudre — le signe et la maison préciseront de quoi il s'agit."
INTERCEPTION,planete,noeud_lunaire,"Tu as du mal à comprendre ton projet de vie : tu ne sais pas clairement ce dont tu dois te débarrasser ni vers où tu dois aller. Le passé karmique est flou. Le comportement automatique du Nœud Sud est très instinctif et ancré, ce qui rend la remise en question difficile et la sortie de tes fonctionnements automatiques particulièrement ardue."
INTERCEPTION,noeud_intercepte,noeud_nord,"Le Nœud Nord intercepté indique une direction de vie présente mais difficile d’accès. L’élan d’évolution existe, mais il peut rester longtemps enfermé dans une zone psychique mal formulée, comme si la personne sentait une destination sans parvenir à trouver la porte d’entrée."
INTERCEPTION,noeud_intercepte,noeud_sud,"Le Nœud Sud intercepté indique une mémoire ancienne difficile à identifier clairement. Les automatismes karmiques sont présents, mais moins visibles, moins conscients, parfois enfouis dans une zone de fonctionnement que la personne répète sans vraiment pouvoir la nommer."
INTERCEPTION,planete,chiron,"Chiron intercepté indique une blessure difficile à approcher directement. La douleur existe, mais elle n’est pas toujours lisible : elle peut se manifester par évitement, hypersensibilité ou sentiment diffus d’être atteint à un endroit que la conscience ne sait pas encore ouvrir."
INTERCEPTION,point_sensible_intercepte,chiron,"Lorsque Chiron tombe dans une interception, la blessure karmique se trouve comme enfermée dans une pièce sans poignée. Elle ne disparaît pas : elle agit en sourdine, souvent à travers des réactions disproportionnées, des blocages récurrents ou une difficulté à comprendre pourquoi certains sujets touchent si profondément."
INTERCEPTION,signe_duplique,belier,"Le Bélier dupliqué compense l'interception par l'action immédiate, l'impulsion et l'affirmation rapide. La personne surinvestit la décision, le réflexe de foncer, parfois l'agressivité ou la compétition — pour ne pas rester face à une énergie intérieure plus lente ou plus difficile à contacter. C'est une stratégie d'évitement par le mouvement : tant qu'on agit, on ne ressent pas le vide de l'interception. Le piège est réel : à trop surconsommer cette énergie cardinale de feu, l'impulsion peut devenir erratique, et un épuisement ou un échec comportemental peut forcer à remonter vers ce qui était évité. Si l'interception touche un signe fixe ou de terre, la tension est particulièrement marquée — le Bélier fonce là où l'interception demande justement de s'arrêter et de s'ancrer."
INTERCEPTION,signe_duplique,taureau,"Le Taureau dupliqué compense l'interception par le contrôle du concret, du corps, de la sécurité matérielle ou des possessions. La personne peut accumuler, retenir, stabiliser à l'excès — cherchant dans la matière une forme de solidité que l'énergie interceptée ne lui fournit pas spontanément. Ce surinvestissement du tangible peut devenir rigidité : tout ce qui ne se touche pas, ne se mesure pas, ne se possède pas devient suspect. Karmiquement, cette stratégie de compensation fixe peut avoir déjà causé des blocages dans des vies antérieures — la surmaîtrise du concret comme bouclier contre l'intangible. Si l'interception touche un signe d'air ou mutable, la tension est nette : le Taureau ancre là où l'interception demande justement de circuler ou de lâcher."
INTERCEPTION,signe_duplique,gemeaux,"Les Gémeaux dupliqués compensent l'interception par le mental, la parole, la curiosité et la dispersion. La personne multiplie les idées, les échanges, les explications et les connections pour éviter le silence intérieur laissé par l'interception. Elle peut s'agiter intellectuellement, passer d'un sujet à l'autre, rationaliser ce qui gagnerait à être simplement ressenti. Le danger est là : l'excès de Gémeaux peut produire une agitation mentale chronique, une incapacité à s'arrêter — et un jour l'épuisement de cette dispersion force à retourner vers la zone évitée. Si l'interception touche un signe de feu ou cardinal, la tension est particulièrement active : les Gémeaux analysent là où l'interception demande d'agir ou de ressentir directement.
"
INTERCEPTION,signe_duplique,cancer,"Le Cancer dupliqué compense l'interception par le refuge émotionnel, la protection, la mémoire ou l'attachement. La personne surinvestit le besoin de sécurité affective ou familiale — cherchant à être rassurée par les échanges, les réactions des proches, ou en revenant mentalement vers ce qui est familier. Elle peut s'accrocher à des schémas passés, à des figures protectrices, à la cellule familiale comme zone tampon face à une énergie interceptée moins accessible. La dérive est réelle : trop de Cancer peut produire une dépendance affective, une incapacité à avancer sans filet émotionnel, et une tendance à rejouer les blessures d'origine plutôt qu'à les dépasser. Karmiquement, cette stratégie de protection peut avoir précisément gelé la croissance dans des vies précédentes. Si l'interception touche un signe de feu ou cardinal, la tension est maximale — le Cancer se réfugie là où l'interception demande d'assumer et d'avancer."
INTERCEPTION,signe_duplique,lion,"Le Lion dupliqué compense l'interception par la visibilité, la création, le besoin de reconnaissance ou de reprendre le centre. La personne peut chercher à rayonner fortement dans certains domaines — scène professionnelle, créative ou sociale — pour masquer une énergie interceptée qui reste plus silencieuse ou moins glorieuse. Le surinvestissement du Lion peut aller jusqu'à l'arrogance ou la dépendance à la validation extérieure : si personne ne confirme l'éclat, l'intérieur s'effondre. La surcompensation par le Lion peut karmiquement avoir déjà causé des problèmes d'ego ou de pouvoir dans des vies précédentes — d'où l'interception actuelle sur l'axe opposé. Si l'interception touche un signe de terre ou fixe, la tension est forte : le Lion veut briller là où l'interception demande justement d'œuvrer dans l'ombre ou la lenteur."
INTERCEPTION,signe_duplique,vierge,"La Vierge dupliquée compense l'interception par l'analyse, le contrôle, l'amélioration ou le service. La personne cherche à tout organiser, corriger, optimiser — comme si la maîtrise technique ou pratique pouvait combler le vide d'une énergie intérieure moins maîtrisable. Elle peut surinvestir le perfectionnisme, la critique ou l'utilité pour éviter de ressentir l'inconfort de la zone interceptée. Le piège est l'hypercritique chronique — de soi ou des autres — qui finit par épuiser sans jamais résoudre ce qui est réellement bloqué. Si l'interception touche un signe de feu ou cardinal, la tension est nette : la Vierge peaufine là où l'interception demande d'oser sans filet ou d'agir sans garantie."
INTERCEPTION,signe_duplique,balance,"La Balance dupliquée compense l'interception par l'adaptation, la relation, la recherche d'harmonie ou le regard de l'autre. La personne surinvestit le lien, la diplomatie ou la validation extérieure — cherchant dans le miroir de l'autre ce qu'elle ne parvient pas à trouver directement dans la zone interceptée. Elle peut devenir experte en ajustement relationnel, en neutralisation des conflits, parfois au prix de sa propre vérité. La dérive est subtile : trop de Balance produit une perte d'identité par fusion ou compromis excessif. Karmiquement, cette dépendance au regard de l'autre peut avoir figé l'autonomie dans des vies précédentes. Si l'interception touche un signe de feu ou cardinal, la tension est directe — la Balance négocie là où l'interception demande d'affirmer seul."
INTERCEPTION,signe_duplique,scorpion,"Le Scorpion dupliqué est une compensation particulièrement perverse : il peut mimer l'intégration tout en la contournant. La personne surinvestit l'intensité, la profondeur, la lucidité ou la maîtrise des crises — donnant l'impression de plonger dans l'essentiel alors qu'elle évite en fait une autre énergie restée enfermée. Elle peut développer un contrôle émotionnel fort, une méfiance chronique, une fascination pour les zones d'ombre — sans jamais toucher précisément ce que l'interception met en veille. Le danger est là : l'excès de Scorpion peut produire une fixation sur la crise, la manipulation ou le pouvoir, reproduisant karmiquement les schémas que l'interception était censée inviter à dépasser. Si l'interception touche un signe de terre ou fixe, la tension est maximale — le Scorpion transforme là où l'interception demande justement de stabiliser ou de lâcher le contrôle."
